Borehole_Name,Source_ID,From_Depth,To_Depth,Depth_Units,From_Depth_mbgs,To_Depth_mbgs,Int_Top_Depth,Int_Bot_Depth,Pri_Material,Sec_Material,Colour,Full_Text,Comment
BHH02-10,3,5.48,7.01,metres,6.52,7.01,6.52,7.01,till,,dark grey-brown,"dark grey-brown, slightly oxidized, clayey silt, minor dark olive-brown horizontal oxidized zones, non-calcareous, clasts: igneous, quartzite, ironstone and very dark grey mudstone, no limestone; stiff, massive","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,7.01,8.53,metres,7.01,8.53,7.01,8.53,till,,dark grey and dark olive-grey,"non-calcareous, oxidized along vertical and horizontal joint zones, less oxidized with depth, dark grey and dark olive grey, moist, friable, massive, numerous dark grey shale clasts, minor white limestone clasts, a few pebbles, numerous rotten clasts, one strongly oxidized 2 mm sand stringer","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,8.53,10.05,metres,8.53,8.83,8.53,8.83,till,,dark grey and dark olive-grey,"same as above, end of olive mottling","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,8.53,10.05,metres,8.83,10.05,8.83,10.05,till,,dark grey,"dark grey, unoxidized, dense, abundant local bedrock - black shale and brown mudstone (clasts to 5 mm), non-calcareous, massive, stiffer than above, clayey silt, 1% clasts: igneous, quartzite, one olive fine-grained 1 cm clast (possible olivine) at base of interval and grey calcareous siltstone","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,10.05,11.58,metres,10.05,11.58,10.05,11.58,till,,dark grey,"same as above, small shell fragment, 3 cm sulphide (marcasite?), very dense one green/grey laminated cemented sandstone, minor carbonate clasts, abundant shale","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,11.58,13.1,metres,11.58,12.9,11.58,13.02,till,,dark grey,"dark grey, same as above except slightly calcareous, abundant black shale clasts to 3 cm, one horizontal sand stringer, minor brown carbonaceous mudstone, minor limestone, massive, dense, stiff, clayey silt","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,13.1,14.6,metres,13.02,13.78,13.02,13.78,till,,dark grey,"same as above, silt and fine-grained sand lenses (probable core loss in this interval), unoxidized, loose","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,13.1,14.6,metres,13.78,14.38,13.78,14.38,till,,dark grey,"same as above, small sulphite nodule, very few clasts (<1%) consisting mostly of shale","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,14.6,16.15,metres,14.38,15.9,14.38,15.9,till,,dark grey,"same as above, shale clasts, calcareous sandstone - tabular approximately 2 cm, dolomite clast, few sand/silt lenses","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,16.15,17.68,metres,15.9,17.5,15.9,17.5,till,,dark grey,"same as above, still very dense, slightly sandier, abundant black shale, small limestone clasts, very sticky, moist, sulphide nodules, very few other clasts (<1%): igneous and quartzite","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,17.68,19.2,metres,17.5,19.1,17.5,19.1,till,,dark grey,"same as above, very weak reaction to HCl, dark grey, softer (possibly due to water content), 1 mm sand lenses - horizontal, still uniformly grey core, slightly deformed as pushing 8 cm gneiss and 6 cm Athabasca sandstone in core barrel shoe","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,19.2,20.7,metres,19.1,20.3,19.1,20.3,till,,dark grey,"same as above except increase in cobbles >3 cm (consisting of igneous and sandstone clasts), 1 - 3 mm fine to medium-grained sub-horizontal sand lens, one carbonaceous siltstone >10 cm, 1 - 3 mm gravely sand bed, numerous light grey silt laminae","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,19.2,20.7,metres,20.3,20.4,20.3,20.4,silt,,grey with light grey,grey with light grey silt laminae,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,19.2,20.7,metres,20.4,20.7,20.4,20.7,till,,grey with light grey,"same as above, small sand lens at bottom, non-calcareous, soft, sticky","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,20.7,22.3,metres,20.7,21.35,20.7,21.35,sand,,grey,"likely core loss here, grey unoxidized, medium to coarse-grained, absence of clasts","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,20.7,22.3,metres,21.35,22.3,21.35,22.3,sand,,grey,"gradational contact with unit above, till/clay lenses within, numerous 1 to 2 cm clasts","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,22.3,23.8,metres,22.3,22.7,22.3,22.9,sand,,grey,"grey, medium-grained, well sorted","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-10,3,22.3,23.8,metres,22.7,23.6,22.9,23.6,till,,dark grey,"dark grey, stiff, one coarse-grained sand lens at top of unit, same as above sand unit although stiffer, dense, less sticky, clasts: abundant black shale up to 3 cm, igneous, gneiss, limestone and brown mudstone; numerous light grey silt stringers, clayey silt, small sulphide clast, TD at 23.8 m","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
BHH02-11,3,0,0.91,metres,0,0.91,0,0.3,fill,,,,
BHH02-11,3,0,0.91,metres,0,0.91,0.3,0.4,organic soil,,,,
BHH02-11,3,0,0.91,metres,0,0.91,0.4,0.91,till,,grey-brown,"grey-brown, moderately oxidized, strongly calcareous, abundant rotten limestone, horizontal fissility (drilling function?) sandy silt, clasts: limestone, ironstone, quartzite and igneous; rootlets",
BHH02-11,3,0.91,2.44,metres,0.91,2.44,0.91,2.21,till,,grey-brown,"same as above, grey-brown with slight orange-brown mottling, sandy silt, clasts: limestone, ironstone, quartzite, and igneous, abundant limestone",
BHH02-11,3,2.44,3.96,metres,2.44,3.96,2.21,3.81,till,,grey-brown,"same as above, mottled grey-brown and orange-brown, strongly calcareous, clasts: igneous, limestone (clasts decreasing with depth), shale and local sandstone clasts; stiff, sandy silt, bottom 20% oxidized, 1-2 mm sand lens (orange) at 30 cm, some mottling",
BHH02-11,3,3.96,5.48,metres,3.96,5.48,3.81,4.16,till,,grey-brown,"core deformed - twisted in drilling, grey-brown, same as above",
BHH02-11,3,3.96,5.48,metres,3.96,5.48,4.16,5.41,till,,dark brown-grey,"dark brown-grey, sandy silt, moist, stiff and plastic, clasts (4%): quartzite, black shale, igneous and limestone; strongly calcareous, slightly oxidized with strongly oxidized vertical fractures",
BHH02-11,3,5.48,7.01,metres,5.48,7.01,5.41,7.01,till,,dark grey,"dark grey, unoxidized, moderately calcareous, clayey silt, clasts: shale, quartzite, limestone, igneous and chert; soft, sticky, compact, orange/red oxidation on vertical fractures",
BHH02-11,3,7.01,8.53,metres,7.01,8.53,7.01,7.46,till,,dark grey,"same as above, calcareous",
BHH02-11,3,7.01,8.53,metres,7.01,8.53,7.46,8.53,sand,,grey,"sharp contact with unit above, coarse-grained, grey, very well sorted, clasts: shield - igneous, quartzite, larger laminated clast; coarsening upwards from medium-grained sand, saturated; coring difficulties in sand",
BHH02-11,3,8.53,11.58,metres,8.53,11.58,8.53,11.58,sand and gravel,,,"at 10.36 m hit gravel or a large cobble - difficult drilling, auger refusal at 12.2 m, bouldery, very stony, moved rig over to re-drill",
BHH02-11,3,11.58,12.19,metres,11.58,12.19,11.58,12.19,no recovery,,dark grey,"drill cuttings (collected from end of drill plug) - dark grey clayey silt, strongly calcareous, clasts: igneous, quartzite and sandstone",
BHH02-11,3,12.19,13.11,metres,12.19,13.11,12.19,13.11,no recovery,,,"drillers comments - possible till, drilled through clay with small pebbles, same as above",
BHH02-11,3,13.11,17.37,metres,13.11,17.37,13.11,17.37,no recovery,,,"drill cuttings - same as above, drilled to core point, interval from 11.58 to 17.37 m uncertain (possible till or stratified sediments)",
BHH02-11,3,17.37,19.2,metres,17.37,19.2,17.37,18.41,silt,,dark grey-brown,"dark grey-brown, clayey, unoxidized, distorted bedding, very soft, strongly calcareous, glaciolacustrine",
BHH02-11,3,17.37,19.2,metres,17.37,19.2,18.41,19.16,clay,,dark grey-brown,"dark grey-brown, silty, unoxidized, strongly calcareous, very soft, distorted bedding, glaciolacustrine",
BHH02-11,3,19.2,20.73,metres,19.2,20.73,19.16,20.73,silt,,dark brown-grey,"dark brown-grey, rythmic bedding, clay beds coarsening up from 1 cm thick clay beds to 8 cm thick silt beds from  0.5 cm clay and 2 cm silt beds at base, strongly calcareous, glaciolacustrine",
BHH02-11,3,20.73,22.25,metres,20.73,22.25,20.73,21.73,silt,,dark brown-grey,"dark brown-grey, thick silty clay beds, strongly calcareous, 10 cm silty clay and 30 cm silt beds at top, 2 cm silty clay and 5 cm silt beds at base, coarsening up bedding, very soft",
BHH02-11,3,20.73,22.25,metres,20.73,22.25,21.73,22.2,clay,,dark brown-grey,"dark brown-grey, thin rhythmic beds 0.5 cm clay - 2 cm silty clay, strongly calcareous, deformed beds in upper 30 cm, very soft",
BHH02-11,3,22.25,23.77,metres,22.25,23.77,22.2,22.9,clay,,dark brown-grey,"dark brown-grey, faint horizontal silty clay bedding, strongly calcareous, soft",
BHH02-11,3,22.25,23.77,metres,22.25,23.77,22.9,23.3,silt,,dark brown-grey,"dark brown-grey, massive, strongly calcareous, gradational upper contact, abrupt lower contact, soft",
BHH02-11,3,22.25,23.77,metres,22.25,23.77,23.3,23.57,clay,,dark brown-grey,"dark brown-grey, deformed silty clay beds, soft, strongly calcareous",
BHH02-11,3,22.25,23.77,metres,22.25,23.77,23.57,23.69,sand,,dark brown-grey,"dark brown-grey, fine-grained, silty, horizontal bedding, strongly calcareous, loose",
BHH02-11,3,22.25,23.77,metres,22.25,23.77,23.69,23.77,silt,,dark brown-grey,"dark brown-grey, clayey, horizontal bedding",
BHH02-11,3,23.77,25.3,metres,23.77,25.3,23.77,24.44,sand and gravel,,grey,"dirty, unoxidized, gravely sand, calcareous, grey, clasts: igneous, limestone, quartzite and Athabasca sandstone",
BHH02-11,3,23.77,25.3,metres,23.77,25.3,24.44,25.08,silt and clay,,dark grey,"dark grey, interbedded silt and clay, similar to above, layers about 5 mm, one 5 cm clay layer",
BHH02-11,3,25.3,26.82,metres,25.3,26.82,25.08,25.24,sand and gravel,clay,dark grey,"mixed by drilling, dark grey, dirty gravel, sand and clay masses, calcareous, clasts: igneous, ironstone and coal",
BHH02-11,3,25.3,26.82,metres,25.3,26.82,25.24,26.18,clay and silt,,dark grey,"interbedded clay and silt, 1 - 5 mm laminae, calcareous, dark grey",
BHH02-11,3,25.3,26.82,metres,25.3,26.82,26.18,26.25,diamicton,,dark grey,"sandy silt with granules, sharp upper and lower contact, calcareous, dark grey",
BHH02-11,3,25.3,26.82,metres,25.3,26.82,26.25,26.6,clay and silt,,dark grey,"interbedded clay and silt as above, one 5 mm medium to very coarse-grained sand layer",
BHH02-11,3,26.82,28.35,metres,26.82,28.35,26.6,26.75,diamicton,,dark grey,"diamicton 40%, clay 60%, mixed by drilling, dark grey, strongly calcareous",
BHH02-11,3,26.82,28.35,metres,26.82,28.35,26.75,26.9,diamicton,,dark grey,"silty sand, moderately calcareous, dark grey, granule-rich, massive, clasts: igneous, Athabasca sandstone, carbonate and abundant dark grey shale",
